label,text
0,@SouthwestAir  Cancelled Flighted Sunday 9:50AM flight to Dallas..next flight out is Tuesday afternoon. Stranded. #BS #GetMeOuttaHere #SouthwestSucks
0,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth
0,@AmericanAir - I am Platinum.  I am flying USAir and they have stranded me in CLT.  Not answering phones. Did not rebook me.  Please help?
0,@AmericanAir how can you not be taking calls? I need to change my flight!
0,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.
0,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤
1,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!"
0,@JetBlue ah yes. Put the bags on the floor instead of the overhead bin so no one trips. #safetyfirst #sarcasm
0,@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.
0,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers"
0,@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care
0,@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.
1,"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj"
0,@USAirways sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection
0,"@USAirways Been on hold for over 5 hours! I believe I was overcharged $200 for my flight, I need an immediate explanation. HELP"
1,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this."
0,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?
1,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!
0,@united I'm not as sure as you are. http://t.co/HSMpbSF4UF
1,@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C
1,“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;)
0,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams
0,@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working
1,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!"
0,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail
0,@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!
1,@united great. Looking forward to your response to my DM then
1,@JetBlue thank you will do!! You guy are awesome!
0,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??
1,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!
0,@JetBlue got it wish they would communicate more w us
0,@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.
0,@united hilarious
1,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler
0,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!"
0,@USAirways after sitting on the runway for 3 hours i had to leave the airport w/o my luggage. Is this ur 1st day??
0,@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3)
0,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.
1,@united thank you
0,@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there.
0,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways.
0,"@AmericanAir @united You're both equally terrible, and I'm going to fight until I get complete satisfaction for how we were mistreated"
0,@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood
0,@USAirways Was just on hold with you all for TWO HOURS and then got hung up on. oh my god.
1,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!"
0,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids
0,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...
0,@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews
0,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it
0,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room..."
0,@AmericanAir - gold elite loyalty customer..can't count on my hometown preferred airline to do right. #bummed..
0,@AmericanAir @_Lucy_May surely much better to let us all share the feedback unless you have something to hide?
1,I ❤️ flying @VirginAmerica. ☺️👍
0,"@usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!"
1,@JetBlue ok thanks. Safety first.
1,@SouthwestAir thank you so much completely made things right!
0,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic"
0,@VirginAmerica delayed to10.30!!
0,"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors"""
0,@AmericanAir I called the EP line and 4 hours Late Flightr I was called back.  I sat on hold for over a hour to US Airways and then cut off
0,@USAirways it takes a month?
1,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!
0,@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land
0,@united education of that staff is needed - he also turned away other first class cabin passengers with mileage plus.
1,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service)
1,@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x
0,@united A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?
0,@SouthwestAir on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?
1,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh."
0,@AmericanAir You can't even get someone on the phone. Great story for the media.
1,@SouthwestAir I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;)
1,@USAirways They were breathing very heavily. but were super helpful. Thank you.
0,@AmericanAir your 1800 kept hanging up on me and made me miss a second flight
1,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys
0,"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious."
0,@united I would like 2 speak @United VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp http://t.co/OtFZ7CygUQ
1,@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!
0,@Southwestair thanks for leaving me hanging here. #destinationdragons flights all fucked up now. No help?!
1,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!
0,@USAirways been on hold way to long!  Is this the best level of service you can provide? - one hour+ is too long!
0,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child"
0,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now
0,@USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA.
0,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story"
0,"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight"
